Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,5,1,83.3%,11-4,73.3%,82-47,63.6%,1-0,100.0%,6,71.9%,54.7%,2.8%,7.9%,54.7%,67.2%,46.2%,57.7%,51.8%,54.6%,1.22,W (W35 Huamantla)
2025,42,17,25,40.5%,43-50,46.2%,395-438,47.4%,1-3,25.0%,37,50.7%,41.7%,0.5%,3.4%,68.8%,54.3%,40.1%,49.9%,46.6%,48.3%,0.93,W (W50 Chihuahua/CHI)
2024,56,25,31,44.6%,58-73,44.3%,569-637,47.2%,7-8,46.7%,8,45.0%,40.5%,0.5%,3.4%,73.8%,50.7%,37.4%,47.2%,47.3%,47.3%,0.90,F (2x)
2023,74,40,34,54.1%,93-78,54.4%,833-685,54.9%,5-10,33.3%,6,58.0%,46.4%,0.0%,3.6%,64.7%,59.8%,44.0%,54.2%,48.5%,51.4%,1.06,W (W25 Nairobi)
2022,59,28,31,47.5%,63-65,49.2%,567-587,49.1%,6-2,75.0%,0,,,,,,,,,,,,F (W25 Tucuman)
2021,43,15,28,34.9%,36-59,37.9%,408-491,45.4%,7-8,46.7%,1,18.2%,58.3%,0.0%,7.5%,71.6%,39.6%,31.6%,37.3%,57.1%,47.9%,0.91,QF (2x)
2020,25,11,14,44.0%,27-34,44.3%,264-294,47.3%,3-1,75.0%,0,,,,,,,,,,,,SF (W15 Sharm El Sheikh)
2019,59,25,34,42.4%,60-73,45.1%,589-620,48.7%,6-8,42.9%,1,44.4%,30.0%,1.8%,12.5%,64.3%,52.8%,35.0%,46.4%,41.0%,43.6%,0.77,SF (2x)
2018,57,30,27,52.6%,69-61,53.1%,591-550,51.8%,4-7,36.4%,0,,,,,,,,,,,,W (Denain $25K)
2017,59,29,30,49.2%,68-68,50.0%,628-615,50.5%,6-7,46.2%,0,,,,,,,,,,,,SF (Fergana $25K)
2016,51,26,25,51.0%,61-58,51.3%,540-536,50.2%,6-2,75.0%,0,,,,,,,,,,,,W (Schio $10K)
2015,76,55,21,72.4%,115-52,68.9%,885-589,60.0%,8-2,80.0%,0,,,,,,,,,,,,W (5x)
2014,40,32,8,80.0%,69-18,79.3%,471-270,63.6%,2-0,100.0%,0,,,,,,,,,,,,W (4x)
2013,28,17,11,60.7%,37-25,59.7%,307-250,55.1%,2-4,33.3%,0,,,,,,,,,,,,W (Shymkent 10K)
2012,14,6,8,42.9%,14-18,43.8%,146-154,48.7%,1-1,50.0%,0,,,,,,,,,,,,QF (3x)
2011,8,4,4,50.0%,10-6,62.5%,80-63,55.9%,0-2,0.0%,0,,,,,,,,,,,,QF (Istanbul 10K)
Career,697,365,332,52.4%,834-742,52.9%,7355-6826,51.9%,65-65,50.0%,59,52.3%,43.5%,0.7%,4.1%,67.5%,55.2%,40.9%,50.6%,47.6%,49.1%,0.96,
