Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2016 ITF Leipzig R32,L vs Bouzkova,70.8%,54.3%,3.1%,1/1,2.46,0.0%,72.4%,61.9%,3.4%,2.62,0.0%,78.1%,48.0%,3.1%,1.97,0.0%
Career (1 matches),,70.8%,54.3%,3.1%,50.0%,2.46,0.0%,72.4%,61.9%,3.4%,2.62,0.0%,78.1%,48.0%,3.1%,1.97,0.0%
