Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Chennai,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2025,Q1,2,0.52,1.0%,18.0%,52.0%,53.8%,29.2%,42.0%,30.1%,37.5%,25.0%
Seoul,2,Hard,2,0,2,0.0%,0,0,0,-,2021,2022,R32,2,0.38,1.3%,6.4%,51.3%,40.0%,39.5%,39.7%,22.7%,28.6%,0.0%
